title,homepage_url,is_public,is_hidden_in_reading_list,profile_type,profile_user_name,profile_user_image_url,feed_url
Yes We Blog !,https://yesweblog.fr/,true,false,GOOGLE,cedec1985,https://lh3.googleusercontent.com/a/ACg8ocJ42zX3n7LFhtvalo3rL3Piof2uqf9gbNQfyXDuwYcvN14m0tg,https://yesweblog.fr/feed/
